NAAM,TYPE_NAAM,GELD_START,LON,LAT,GEMEENTE
Hoeve Hof te Wassenhove met omgeving,Beschermd stads- of dorpsgezicht,1979/03/28,3.844,50.882,Zottegem
Dorpskern Sint-Goriks-Oudenhove,Beschermd stads- of dorpsgezicht,1979/03/22,3.786,50.852,Zottegem
Gesloten hoeve met watermolen en omgeving,Beschermd stads- of dorpsgezicht,1981/09/08,3.788,50.865,Zottegem
"Stadswoningen, burgerhuizen en herenhuis",Beschermd stads- of dorpsgezicht,2001/02/23,3.814,50.872,Zottegem
Pastorie: omgeving,Beschermd stads- of dorpsgezicht,1994/06/24,3.822,50.859,Zottegem
Zevensacramentenboom,Beschermd cultuurhistorisch landschap,1977/01/28,3.831,50.889,Zottegem
Kasseiweg Paddestraat,Beschermd cultuurhistorisch landschap,1981/04/02,3.764,50.876,Zottegem
Kasteeldomein Breivelde,Beschermd cultuurhistorisch landschap,1982/07/02,3.831,50.871,Zottegem
Kasteelhoeve: woonhuis en molenhuis,Beschermd stads- of dorpsgezicht,1995/09/08,3.806,50.873,Zottegem
Kasteelhoeve: platform met overwelfde kelder,Beschermd stads- of dorpsgezicht,1995/09/08,3.805,50.874,Zottegem
Kasteelhoeve en omgeving,Beschermd stads- of dorpsgezicht,1995/09/08,3.806,50.874,Zottegem
Stenen windmolen met omgeving,Beschermd stads- of dorpsgezicht,1979/03/13,3.814,50.889,Zottegem
Dorpskern Elene,Beschermd stads- of dorpsgezicht,1981/05/20,3.810,50.889,Zottegem
Hoeve Hof ter Linden en omgeving,Beschermd stads- of dorpsgezicht,1979/05/10,3.776,50.892,Zottegem
Ledebergstraat en omgeving,Beschermd stads- of dorpsgezicht,1981/05/22,3.806,50.867,Zottegem
Sint-Andrieskapel met omgeving,Beschermd stads- of dorpsgezicht,1983/12/07,3.799,50.867,Zottegem
Hoeve Hof van Oranje: omgeving,Beschermd cultuurhistorisch landschap,1977/01/19,3.803,50.896,Zottegem
Boerenwoning en bijhorend perceel,Beschermd stads- of dorpsgezicht,1991/08/12,3.884,50.854,Herzele
Gesloten hoeve en omgeving,Beschermd cultuurhistorisch landschap,1976/10/14,3.891,50.889,Herzele
Parochiekerk Sint-Antonius en omgeving,Beschermd stads- of dorpsgezicht,1993/10/07,3.894,50.905,Herzele
Hoeve Hof ten Dale met omgeving,Beschermd stads- of dorpsgezicht,1981/06/04,3.870,50.898,Herzele
Hoeve Hof ten Berge met omgeving,Beschermd stads- of dorpsgezicht,1981/06/04,3.855,50.886,Herzele
Hoeve en omgeving,Beschermd stads- of dorpsgezicht,1981/06/04,3.859,50.897,Herzele
Parochiekerk Sint-Mauritius met motte en omgeving,Beschermd stads- of dorpsgezicht,1981/07/01,3.912,50.891,Herzele
Kapel Onze-Lieve-Vrouw der Zeven Weeën met omgeving,Beschermd stads- of dorpsgezicht,1982/10/27,3.877,50.844,Herzele
Kapel Onze-Lieve-Vrouw der Zeven Weeën met omgeving ten noorden,Beschermd stads- of dorpsgezicht,1983/06/22,3.879,50.845,Herzele
Dorpskom Steenhuize-Wijnhuize,Beschermd stads- of dorpsgezicht,1986/06/12,3.887,50.839,Herzele
Sint-Lievenskapel,Beschermd stads- of dorpsgezicht,1991/08/12,3.888,50.856,Herzele
Dorpskom Sint-Lievens-Esse,Beschermd stads- of dorpsgezicht,1991/08/12,3.885,50.857,Herzele
Kasteel van de Heren van Herzele met omgeving,Beschermd cultuurhistorisch landschap,1957/07/06,3.890,50.887,Herzele
Dorpskern Hillegem,Beschermd stads- of dorpsgezicht,1981/06/04,3.852,50.896,Herzele
Vallei van de Molenbeek: fase 2,Beschermd cultuurhistorisch landschap,2010/04/15,3.964,50.892,Haaltert
Kapel Onze-Lieve-Vrouw ter Nood en Sint-Catharina en omgeving,Beschermd stads- of dorpsgezicht,1986/06/03,3.989,50.890,Haaltert
Wegkapel Onze-Lieve-Vrouw-Zeven-Weeën met gekandelaarde linden,Beschermd stads- of dorpsgezicht,1986/07/25,3.991,50.898,Haaltert
Ommegang en herenhuis met bijgebouwen,Beschermd stads- of dorpsgezicht,1994/10/12,3.685,50.886,Zwalm
Parochiekerk Onze-Lieve-Vrouw: kerkhof,Beschermd cultuurhistorisch landschap,1974/04/12,3.752,50.850,Zwalm
Sint-Margarethakapel: omgeving,Beschermd cultuurhistorisch landschap,1975/10/22,3.723,50.862,Zwalm
Watermolen Ter Biest met omgeving,Beschermd stads- of dorpsgezicht,1983/07/28,3.693,50.885,Zwalm
Parochiekerk Sint-Amandus: omgeving,Beschermd stads- of dorpsgezicht,1998/07/30,3.756,50.887,Zwalm
Watermolen Bostmolen en omgeving,Beschermd stads- of dorpsgezicht,2000/07/17,3.766,50.862,Zwalm
Dorpskom Roborst met kasteeldomein,Beschermd stads- of dorpsgezicht,1996/11/19,3.754,50.866,Zwalm
Dorpskom Dikkele,Beschermd stads- of dorpsgezicht,1980/12/24,3.740,50.904,Zwalm
Erfgoedlandschap Zwalmvallei ter hoogte van de Zwalmmolen,Erfgoedlandschap,2016/02/11,3.741,50.879,Zwalm
Dorpskern Rozebeke,Beschermd stads- of dorpsgezicht,2017/01/23,3.753,50.850,Zwalm
Oude Pastorie met omgeving,Beschermd stads- of dorpsgezicht,1994/11/09,3.716,50.854,Zwalm
Watermolen Moldergemmolen met omgeving,Beschermd stads- of dorpsgezicht,1994/02/17,3.700,50.859,Zwalm
Watermolen Vanderlindensmolen met omgeving,Beschermd stads- of dorpsgezicht,1985/06/14,3.690,50.883,Zwalm
Watermolen Zwalmmolen met omgeving,Beschermd stads- of dorpsgezicht,1994/03/07,3.741,50.880,Zwalm
Watermolen Pede's molen met omgeving,Beschermd stads- of dorpsgezicht,1981/10/23,3.757,50.883,Zwalm
Parochiekerk Sint-Pieter met ommuurd kerkhof,Beschermd stads- of dorpsgezicht,1994/10/12,4.794,50.870,Lubbeek
Dorpskern Pellenberg,Beschermd stads- of dorpsgezicht,2000/12/08,4.794,50.870,Lubbeek
Hoeve Goorbroekhof: omgeving,Beschermd stads- of dorpsgezicht,2002/10/01,4.864,50.894,Lubbeek
Dorpskern Binkom,Beschermd stads- of dorpsgezicht,2013/06/04,4.884,50.870,Lubbeek
Elektromechanische maalderij Wierinckx met omgeving,Beschermd stads- of dorpsgezicht,2004/03/04,4.792,50.881,Lubbeek
Kasteelhoeve en kasteel de Beauffort met omgeving,Beschermd stads- of dorpsgezicht,1979/06/21,4.763,50.893,Lubbeek
Watermolensite van Harelbeke,Beschermd stads- of dorpsgezicht,1998/07/14,3.302,50.853,Harelbeke
Vlasfabriek,Beschermd cultuurhistorisch landschap,1976/07/06,3.311,50.856,Harelbeke
Wellemeersen,Beschermd cultuurhistorisch landschap,1980/05/16,4.066,50.904,Denderleeuw
Dorpskern Denderleeuw,Beschermd stads- of dorpsgezicht,1991/03/28,4.083,50.883,Denderleeuw
Refuge van de abdij van Ename: tuin,Beschermd cultuurhistorisch landschap,1967/10/27,3.609,50.844,Oudenaarde
Huis Beernaert: binnenkoer,Beschermd cultuurhistorisch landschap,1976/06/23,3.633,50.855,Oudenaarde
Herenhuis Beaucarne: binnenkoer en wintertuin,Beschermd cultuurhistorisch landschap,1976/06/23,3.632,50.856,Oudenaarde
Eclectisch herenhuis met tuin en dreef,Beschermd stads- of dorpsgezicht,1982/10/27,3.606,50.846,Oudenaarde
Hoeve Hof ten Toren met omgeving,Beschermd stads- of dorpsgezicht,1982/04/15,3.639,50.886,Oudenaarde
"Ensemble gevormd door de Sint-Martinuskerk, het kerkhof, het klooster en de pastorie",Beschermd stads- of dorpsgezicht,1980/12/19,3.622,50.834,Oudenaarde
Dorpskom Mullem,Beschermd cultuurhistorisch landschap,1975/07/07,3.604,50.896,Oudenaarde
Parochiekerk Sint-Martinus en pastorie met omgeving,Beschermd stads- of dorpsgezicht,1980/12/19,3.566,50.815,Oudenaarde
Opgaande beuken langs de Katteberg,Beschermd cultuurhistorisch landschap,1985/09/30,3.642,50.850,Oudenaarde
Stadskern Oudenaarde,Beschermd stads- of dorpsgezicht,1981/05/05,3.603,50.844,Oudenaarde
Watermolen Nonnenmolen met omgeving,Beschermd stads- of dorpsgezicht,1990/03/02,3.606,50.827,Oudenaarde
Watermolen Zwadderkotmolen met omgeving,Beschermd stads- of dorpsgezicht,1993/04/21,3.668,50.857,Oudenaarde
Hoeve met watermolen Oysschemolen met omgeving,Beschermd stads- of dorpsgezicht,1993/04/21,3.664,50.864,Oudenaarde
Het Molenhof: omgeving,Beschermd stads- of dorpsgezicht,2003/01/20,3.569,50.793,Oudenaarde
Bos t’Ename,Beschermd cultuurhistorisch landschap,1981/04/02,3.644,50.855,Oudenaarde
Parochiekerk Sint-Martinus met omgeving,Beschermd stads- of dorpsgezicht,1981/07/03,3.644,50.839,Oudenaarde
Dorpskom Ename,Beschermd stads- of dorpsgezicht,1995/03/08,3.630,50.857,Oudenaarde
Dorpskern Glabbeek-Zuurbemde,Beschermd stads- of dorpsgezicht,1981/07/03,4.974,50.871,Glabbeek
Hof Kleinenberg met omgeving,Beschermd stads- of dorpsgezicht,1984/11/14,4.447,50.859,Zaventem
Huis van Boisschot met omgeving,Beschermd stads- of dorpsgezicht,1987/07/01,4.473,50.881,Zaventem
Centrumpark: witte paardenkastanje,Beschermd cultuurhistorisch landschap,1953/08/13,4.475,50.879,Zaventem
Kasteeldomein van Sterrebeek,Beschermd cultuurhistorisch landschap,1958/08/30,4.509,50.861,Zaventem
Kasteeldomein Ter Meeren,Beschermd cultuurhistorisch landschap,1974/07/11,4.509,50.856,Zaventem
Parochiekerk Sint-Pancratius: omgeving,Beschermd stads- of dorpsgezicht,2001/05/15,4.512,50.861,Zaventem
Parochiekerk Sint-Lambertus met kerkhof en omliggende straten,Beschermd cultuurhistorisch landschap,1946/02/08,4.503,50.881,Zaventem
Landhuis Het Peereboomhuis: tuin,Beschermd cultuurhistorisch landschap,1974/04/24,3.128,50.854,Ledegem
Hoeve Oosthove: omgeving,Beschermd stads- of dorpsgezicht,2001/10/22,3.140,50.857,Ledegem
Hoeve Capellehof met omgeving,Beschermd stads- of dorpsgezicht,1999/10/29,3.145,50.869,Ledegem
Parochiekerk Sint-Lambertus met ommuurd kerkhof en kerkring,Beschermd stads- of dorpsgezicht,1987/01/12,4.591,50.848,Bertem
Dorpskern Bertem,Beschermd stads- of dorpsgezicht,1991/12/16,4.628,50.861,Bertem
Gesloten hoeve Sint-Medardushof met omgeving,Beschermd stads- of dorpsgezicht,1982/09/22,4.619,50.861,Bertem
Pastorie Sint-Pietersparochie en tuin,Beschermd stads- of dorpsgezicht,1993/03/08,4.628,50.863,Bertem
Bertembos en omgeving,Beschermd cultuurhistorisch landschap,1995/05/29,4.639,50.882,Bertem
Sint-Alenakapel en omgeving,Beschermd stads- of dorpsgezicht,1987/01/12,4.276,50.842,Dilbeek
Kasteeldomein La Motte,Beschermd stads- of dorpsgezicht,1986/02/28,4.216,50.882,Dilbeek
"Kasteel de Viron, bijgebouwen en kasteelpark met oude ringwalsite",Beschermd stads- of dorpsgezicht,1990/02/06,4.263,50.847,Dilbeek
Pelgrimslaan,Beschermd cultuurhistorisch landschap,1955/04/19,4.269,50.874,Dilbeek
Kasteel van Groot-Bijgaarden met omgeving,Beschermd cultuurhistorisch landschap,1947/10/20,4.265,50.874,Dilbeek
Sint-Wivinaklooster,Beschermd stads- of dorpsgezicht,1996/09/13,4.247,50.869,Dilbeek
Parochiekerk Sint-Anna met omgeving,Beschermd cultuurhistorisch landschap,1944/01/19,4.234,50.831,Dilbeek
Neerhof: omgeving,Beschermd cultuurhistorisch landschap,1974/11/05,4.260,50.839,Dilbeek
Watermolen van Pede met aanhorigheden en omgeving,Beschermd cultuurhistorisch landschap,1975/04/17,4.209,50.825,Dilbeek
Boerenwoning Spaans Huis en omgeving,Beschermd stads- of dorpsgezicht,1979/09/07,4.267,50.845,Dilbeek
Dorpskom Sint-Ulriks-Kapelle,Beschermd stads- of dorpsgezicht,1980/10/16,4.219,50.880,Dilbeek
Boerenarbeiderswoning met beuk en omgeving,Beschermd stads- of dorpsgezicht,1981/10/20,4.220,50.882,Dilbeek
Dorpskom Sint-Martens-Bodegem,Beschermd stads- of dorpsgezicht,1981/10/23,4.215,50.860,Dilbeek
Begijnenborrebos,Beschermd cultuurhistorisch landschap,1995/02/06,4.230,50.846,Dilbeek
Watermolen Klapscheutmolen en omgeving,Beschermd stads- of dorpsgezicht,1992/06/10,4.157,50.845,Ternat
Dreef,Beschermd cultuurhistorisch landschap,1943/07/14,4.174,50.872,Ternat
Dorpskom Wambeek,Beschermd stads- of dorpsgezicht,1980/10/16,4.162,50.853,Ternat
Kasteel Kruikenburg met omgeving,Beschermd cultuurhistorisch landschap,1962/12/05,4.171,50.871,Ternat
Hoeve Hof ten Berg: omgeving,Beschermd cultuurhistorisch landschap,1976/09/13,4.183,50.873,Ternat
Domein 't Oud Kasteel,Beschermd stads- of dorpsgezicht,1986/08/01,3.551,50.824,Wortegem-Petegem
Kasteeldomein van Moregem: park,Beschermd stads- of dorpsgezicht,1997/11/18,3.575,50.850,Wortegem-Petegem
Afspanning: burgerhuis,Beschermd stads- of dorpsgezicht,1996/10/04,3.558,50.832,Wortegem-Petegem
"Afspanning: binnenkoer, omheiningsmuur, leilinden en stal",Beschermd stads- of dorpsgezicht,1996/10/04,3.558,50.832,Wortegem-Petegem
Kapel Onze-Lieve-Vrouw-ten-Doorn met omgeving,Beschermd cultuurhistorisch landschap,1975/03/19,3.571,50.849,Wortegem-Petegem
Parochiekerk Sint-Pietersstoel met kerkhof,Beschermd cultuurhistorisch landschap,1975/01/07,3.562,50.850,Wortegem-Petegem
Dorpskom Elsegem,Beschermd stads- of dorpsgezicht,2001/06/12,3.537,50.824,Wortegem-Petegem
Kasteel Ter Beck met aanhorigheden,Beschermd stads- of dorpsgezicht,1997/03/06,3.513,50.823,Wortegem-Petegem
"Erfgoedlandschap Bouvelobos, Hemsrode en Steilrand van Moregem",Erfgoedlandschap,2018/02/21,3.502,50.842,Wortegem-Petegem
Liedekerkebos,Beschermd cultuurhistorisch landschap,1985/11/20,4.116,50.870,Liedekerke
Domein Hottat,Beschermd stads- of dorpsgezicht,1992/01/06,4.771,50.869,Bierbeek
Rode beuken,Beschermd cultuurhistorisch landschap,1955/04/19,4.783,50.855,Bierbeek
Hoeve Schotteshof met omgeving,Beschermd stads- of dorpsgezicht,1987/07/01,4.758,50.831,Bierbeek
Dorpskern Bierbeek,Beschermd stads- of dorpsgezicht,2005/07/12,4.760,50.827,Bierbeek
Hoeve Bordingenhof: omgeving,Beschermd stads- of dorpsgezicht,2000/06/13,4.757,50.823,Bierbeek
Hoeven Rachierhof en Denonville: omgeving,Beschermd stads- of dorpsgezicht,2000/02/03,4.752,50.813,Bierbeek
Watermolen met omgeving,Beschermd stads- of dorpsgezicht,1994/04/18,4.757,50.835,Bierbeek
"Kasteeldomein Vijverhof: park, beemden en bosjes",Beschermd stads- of dorpsgezicht,2000/06/13,4.765,50.857,Bierbeek
Dorpskern Korbeek-Lo,Beschermd stads- of dorpsgezicht,1999/12/01,4.765,50.860,Bierbeek
Dorpsplein van Lovenjoel met  Groot Park en watermolen Heystmolen met omgevende beemden,Beschermd stads- of dorpsgezicht,1994/02/17,4.773,50.856,Bierbeek
Dorpskern Opvelp,Beschermd stads- of dorpsgezicht,2000/05/15,4.797,50.811,Bierbeek
Hoeve Berkenhof: omgeving,Beschermd stads- of dorpsgezicht,2000/05/15,4.789,50.805,Bierbeek
Wilderhof,Beschermd cultuurhistorisch landschap,1982/01/18,4.758,50.842,Bierbeek
Dorpskern Neervelp,Beschermd stads- of dorpsgezicht,2002/11/13,4.810,50.820,Boutersem
Kasteel van Kwabeek: domein,Beschermd cultuurhistorisch landschap,1981/12/17,4.824,50.828,Boutersem
Rode beuken,Beschermd cultuurhistorisch landschap,1942/12/30,4.810,50.821,Boutersem
Neigembos: fase 1,Beschermd cultuurhistorisch landschap,1974/09/30,4.066,50.812,Ninove
Parochiekerk Sint-Pieter: linde en kerkplein,Beschermd cultuurhistorisch landschap,1971/05/27,4.040,50.825,Ninove
Abdij van Sint-Cornelius en Sint-Cyprianus: tuin,Beschermd stads- of dorpsgezicht,1996/03/13,4.021,50.839,Ninove
Neigembos: fase 2,Beschermd cultuurhistorisch landschap,1981/10/16,4.063,50.813,Ninove
Diepe Straten,Beschermd cultuurhistorisch landschap,1994/03/02,4.005,50.857,Ninove
Parochiekerk Sint-Amandus: kerkhof en kerkhofmuur,Beschermd cultuurhistorisch landschap,1977/01/11,3.957,50.842,Ninove
Dorpskom Appelterre-Eichem,Beschermd stads- of dorpsgezicht,1979/03/13,3.966,50.819,Ninove
Ingangspoort abdij van Sint-Cornelius en Sint-Cyprianus en twee stadswoningen met omgeving,Beschermd stads- of dorpsgezicht,1980/10/16,4.021,50.838,Ninove
Dorpskom Lieferinge,Beschermd stads- of dorpsgezicht,1981/07/03,4.052,50.792,Ninove
Parochiekerk Sint-Amandus: kerkhof met ommuring en toegangstrappen,Beschermd stads- of dorpsgezicht,1997/03/13,3.975,50.847,Ninove
Huis Doremont: bijgebouw en tuin,Beschermd cultuurhistorisch landschap,1976/06/11,4.024,50.835,Ninove
Dorpskern Meerbeke,Beschermd stads- of dorpsgezicht,2000/03/25,4.040,50.825,Ninove
Parochiekerk Sint-Martinus: omgeving,Beschermd stads- of dorpsgezicht,2001/01/26,3.990,50.826,Ninove
"Parochiekerk Sint-Pieters-Banden, pastorie en kasteel van Voorde: omgeving",Beschermd stads- of dorpsgezicht,1987/01/16,3.950,50.824,Ninove
Gesloten hoeven met omgeving,Beschermd stads- of dorpsgezicht,1996/07/09,3.934,50.844,Ninove
Hoeve Hof te Eichem: omgeving,Beschermd stads- of dorpsgezicht,2001/01/26,3.994,50.827,Ninove
Windmolen Wildermolen met omgeving,Beschermd cultuurhistorisch landschap,1973/05/04,3.980,50.819,Ninove
Watermolen Fonteintjesmolen met omgeving,Beschermd stads- of dorpsgezicht,1986/10/13,4.053,50.821,Ninove
Dorpskern Outer,Beschermd stads- of dorpsgezicht,1986/08/01,4.001,50.841,Ninove
Dorpskom Pollare,Beschermd stads- of dorpsgezicht,1980/08/19,3.997,50.817,Ninove
Watermolen Vreckommolen met omgeving,Beschermd stads- of dorpsgezicht,1994/06/24,4.041,50.788,Ninove
Kasteel van Vichte en omgeving,Beschermd cultuurhistorisch landschap,1973/05/04,3.403,50.835,Anzegem
Kunstenaarswoning Het Lijsternest met tuin,Beschermd stads- of dorpsgezicht,2004/04/15,3.439,50.815,Anzegem
Sint-Arnolduspark en Tiegemberg,Beschermd cultuurhistorisch landschap,2018/01/31,3.466,50.816,Anzegem
Brouwerswoning: tuin,Beschermd stads- of dorpsgezicht,1985/11/29,3.433,50.817,Anzegem
Hoeve met watermolen Hof ter Walskerke: watermolen en omgeving,Beschermd stads- of dorpsgezicht,1983/07/28,3.442,50.860,Anzegem
Landergemhoeve en cichorei-ast Delezie met omgeving,Beschermd stads- of dorpsgezicht,1999/06/10,3.442,50.828,Anzegem
Kasteeldomein de Robiano: omgeving met bermen van Wolvenweg,Beschermd stads- of dorpsgezicht,1995/06/08,4.515,50.820,Tervuren
Opgaande linde als vrijheidsboom Tervuren,Beschermd cultuurhistorisch landschap,1951/02/19,4.513,50.823,Tervuren
Park van Tervuren met omgeving,Beschermd cultuurhistorisch landschap,2010/06/10,4.528,50.827,Tervuren
Pijlerkapel met linden,Beschermd cultuurhistorisch landschap,1950/06/03,4.553,50.805,Tervuren
Pastorie Sint-Jansparochie: pastorietuin,Beschermd stads- of dorpsgezicht,1981/04/13,4.516,50.822,Tervuren
Parochiekerk Sint-Jan met omringend kerkhof en aanpalende woningen,Beschermd cultuurhistorisch landschap,1946/02/08,4.514,50.824,Tervuren
Hof van Oudenvoorde met omgeving,Beschermd stads- of dorpsgezicht,1981/09/18,4.557,50.838,Tervuren
Dorpskom Vossem met Voervallei,Beschermd stads- of dorpsgezicht,1981/09/18,4.556,50.833,Tervuren
Woning Langendonck met naastliggende woningen,Beschermd stads- of dorpsgezicht,1989/07/23,4.512,50.824,Tervuren
Park van Tervuren: oostelijke ingang,Beschermd cultuurhistorisch landschap,1974/04/23,4.543,50.835,Tervuren
Park Jourdain,Beschermd cultuurhistorisch landschap,1978/04/12,4.470,50.863,Kraainem
Hoogstamboomgaarden met woning en bedrijfsgebouwen,Beschermd cultuurhistorisch landschap,2017/10/18,4.986,50.828,Tienen
Cisterciënzerinnenabdij Maegdendael met omgeving,Beschermd cultuurhistorisch landschap,1977/02/04,4.993,50.822,Tienen
Parochiekerk Sint-Lambertus: omgeving,Beschermd cultuurhistorisch landschap,1976/11/04,4.913,50.791,Tienen
Sint-Janshospitaal,Beschermd stads- of dorpsgezicht,1979/06/21,4.943,50.804,Tienen
Weeshuis met omgeving,Beschermd stads- of dorpsgezicht,1982/02/10,4.945,50.806,Tienen
Molencomplex Van Broekheim en omgeving,Beschermd stads- of dorpsgezicht,1994/03/10,4.985,50.817,Tienen
Priorij van de beggarden: tuin,Beschermd stads- of dorpsgezicht,1995/04/07,4.941,50.803,Tienen
Tumuli van Grimde met omgeving,Beschermd cultuurhistorisch landschap,1978/03/01,4.958,50.800,Tienen
Kasteel van Ast met kasteelpark,Beschermd stads- of dorpsgezicht,1981/11/06,4.943,50.774,Tienen
Tramstation met dienstwoning en stelplaats: omgeving,Beschermd stads- of dorpsgezicht,1997/11/13,4.922,50.809,Tienen
Station Tienen met omgeving,Beschermd stads- of dorpsgezicht,2013/06/19,4.926,50.808,Tienen
Tuin augustijnenklooster,Beschermd stads- of dorpsgezicht,1999/10/28,4.935,50.807,Tienen
Historische stadskern Tienen,Beschermd stads- of dorpsgezicht,2011/05/02,4.940,50.806,Tienen
"Burgerhuizen, café De Zwaan en villa La Roseraie: gedeelte",Beschermd stads- of dorpsgezicht,2009/06/05,4.938,50.812,Tienen
Huize Nazareth en omgeving,Beschermd stads- of dorpsgezicht,1989/07/23,4.951,50.766,Tienen
Hoeve Billighout met omgeving,Beschermd stads- of dorpsgezicht,1981/09/22,4.892,50.840,Tienen
Boerenburgerhuis met omgeving,Beschermd cultuurhistorisch landschap,1976/07/06,4.946,50.764,Tienen
Sint-Corneliskapel en hoeven met omgeving,Beschermd stads- of dorpsgezicht,1981/09/22,4.883,50.836,Tienen
Stadswoning met omgeving,Beschermd stads- of dorpsgezicht,1987/01/16,4.930,50.807,Tienen
Goed Van den Bossche,Beschermd stads- of dorpsgezicht,1995/04/04,4.933,50.807,Tienen
Dorpskern Hakendove,Beschermd stads- of dorpsgezicht,1996/09/13,4.979,50.795,Tienen
Dorpskom Sint-Kornelis-Horebeke,Beschermd stads- of dorpsgezicht,1983/05/11,3.698,50.835,Horebeke
Wijk Corseele,Beschermd stads- of dorpsgezicht,1986/10/13,3.694,50.852,Horebeke
Dorpskom Sint-Maria-Horebeke,Beschermd stads- of dorpsgezicht,1999/07/08,3.687,50.837,Horebeke
Kasteel de Grunne: park met aanhorigheden,Beschermd stads- of dorpsgezicht,2003/05/21,4.490,50.843,Wezembeek-Oppem
Kasteeldomein de Burbure,Beschermd stads- of dorpsgezicht,2001/12/21,4.481,50.858,Wezembeek-Oppem
Sint-Pietersplein en omgeving,Beschermd stads- of dorpsgezicht,1982/04/19,4.482,50.853,Wezembeek-Oppem
Dorpskern Strijtem,Beschermd stads- of dorpsgezicht,2003/05/21,4.115,50.840,Roosdaal
Ledeberg,Beschermd cultuurhistorisch landschap,1984/04/11,4.082,50.844,Roosdaal
Windmolensite De Tragische Molen: omgeving,Beschermd stads- of dorpsgezicht,2003/12/10,4.095,50.824,Roosdaal
Parochiekerk Sint-Jan Evangelist met omgeving,Beschermd stads- of dorpsgezicht,1980/01/10,4.717,50.827,Oud-Heverlee
Dorpskern Oud-Heverlee,Beschermd stads- of dorpsgezicht,1980/02/26,4.662,50.838,Oud-Heverlee
Parochiekerk Onze-Lieve-Vrouw en pastorie,Beschermd stads- of dorpsgezicht,2005/02/15,4.727,50.831,Oud-Heverlee
Heverleebos en Meerdaalwoud,Beschermd cultuurhistorisch landschap,1971/09/13,4.699,50.816,Oud-Heverlee
Site Het Zoet Water,Beschermd cultuurhistorisch landschap,2000/02/02,4.662,50.823,Oud-Heverlee
Watermolen van de Zoete Waters met omgeving,Beschermd stads- of dorpsgezicht,1980/02/26,4.653,50.823,Oud-Heverlee
Landhuis Spaans Dak met omgeving,Beschermd stads- of dorpsgezicht,1980/02/26,4.655,50.822,Oud-Heverlee
Omgeving van de Parochiekerk Sint-Lambertus,Beschermd stads- of dorpsgezicht,1987/04/21,3.799,50.785,Brakel
Hoeve Hof te Nieuwpoort met omgeving,Beschermd stads- of dorpsgezicht,1985/01/17,3.788,50.813,Brakel
Kasteeldomein Norman,Beschermd stads- of dorpsgezicht,1980/12/19,3.776,50.822,Brakel
Hayesbos en Verrebeekvallei,Beschermd cultuurhistorisch landschap,2017/03/31,3.760,50.779,Brakel
Windmolen Verrebeekmolen met omgeving,Beschermd stads- of dorpsgezicht,1978/11/27,3.754,50.788,Brakel
"Erfgoedlandschap Gaasbeek, Sint-Laureins-Berchem, Oudenaken en Elingen (deels)",Erfgoedlandschap,2015/04/21,4.166,50.795,Lennik
Kasteel de Neufcour van Eizeringen met omgeving,Beschermd stads- of dorpsgezicht,1993/09/06,4.139,50.831,Lennik
Kasteel van Gaasbeek met omgeving,Beschermd cultuurhistorisch landschap,1936/10/26,4.197,50.796,Lennik
Dorpskom Gaasbeek,Beschermd cultuurhistorisch landschap,1946/11/06,4.189,50.800,Lennik
Kapel Onze-Lieve-Vrouw met lindebomen,Beschermd cultuurhistorisch landschap,1938/03/25,4.134,50.806,Lennik
Parochiekerk Sint-Martinus: kerkhof,Beschermd stads- of dorpsgezicht,1991/11/19,4.167,50.812,Lennik
Parochiekerk Sint-Kwinten: kerkhof,Beschermd stads- of dorpsgezicht,2000/06/13,4.154,50.807,Lennik
Dorpskom Gaasbeek: uitbreiding,Beschermd cultuurhistorisch landschap,1973/01/05,4.190,50.802,Lennik
Dorpskom Hemelveerdegem,Beschermd stads- of dorpsgezicht,1981/07/24,3.858,50.807,Lierde
Parochiekerk Sint-Ursmarus: kerkhof,Beschermd cultuurhistorisch landschap,1976/09/13,3.842,50.786,Lierde
Kartuizerpriorij Sint-Maartens-Bos,Beschermd stads- of dorpsgezicht,1984/04/11,3.823,50.805,Lierde
Kapel Onze-Lieve-Vrouw van Lourdes met omgeving,Beschermd stads- of dorpsgezicht,1996/11/19,3.848,50.822,Lierde
Parochiekerk Onze-Lieve-Vrouw Bezoeking met omgeving,Beschermd stads- of dorpsgezicht,2004/06/09,2.800,50.800,Heuvelland
Windmolen Lijstermolen: omgeving,Beschermd stads- of dorpsgezicht,2004/10/29,2.756,50.784,Heuvelland
Kemmelberg en omgeving,Beschermd cultuurhistorisch landschap,2005/02/04,2.805,50.780,Heuvelland
Scherpenberg: fase 1,Beschermd cultuurhistorisch landschap,1979/11/22,2.782,50.794,Heuvelland
Galooie motte met omgeving,Beschermd stads- of dorpsgezicht,1981/04/13,2.770,50.778,Heuvelland
Scherpenberg: fase 2,Beschermd cultuurhistorisch landschap,1982/06/30,2.790,50.794,Heuvelland
"Raspaillebos, Moerbekebos en Karkoolbos",Beschermd cultuurhistorisch landschap,1980/04/25,3.933,50.771,Geraardsbergen
Parochiekerk Sint-Amandus met omgeving,Beschermd cultuurhistorisch landschap,1986/10/13,3.928,50.817,Geraardsbergen
Dorpskom Grimminge,Beschermd cultuurhistorisch landschap,1976/10/14,3.951,50.795,Geraardsbergen
Kasteeldomein de Blondel de Beauregard,Beschermd cultuurhistorisch landschap,1977/11/30,3.926,50.743,Geraardsbergen
